Laboratory_number;Radiocarbon age (years BP);Error;delta_C13;delta_N15;C:N;%C;%collagen;Calculation details;Laboratory treatment;Calibration used;Dated material;Context;Site;Country;Source;Group;Subgroup;Notes
GrM-29661;5332;27;-25,88;Not reported;Not reported;55,4;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 4;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrM-29659;5306;27;-22,45;Not reported;Not reported;55,8;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 5;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrM-29667;5307;27;-24,52;Not reported;Not reported;60,2;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 1;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrM-28799;5348;27;-25,06;Not reported;Not reported;58,9;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 1;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrM-28292;5348;27;-23,23;Not reported;Not reported;49,8;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 2;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrM-28293;5349;27;-23,34;Not reported;Not reported;55,6;Not reported;Not reported;cf. Dee et al. 2020;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Hordeum vulgare, charred seed);From layer 5, spit 3;Swifterbant S4;The Netherlands;Dreshaj et al. 2023b, Tab. 2;SW;ND;
GrN-8817;5205;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet. 11y old);;Swifterbant S5;The Netherlands;"Lanting and Van der Plicht 2000, 55; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8812;5255;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet. 9y old);From infill creek;Swifterbant S5;The Netherlands;"Lanting and Van der Plicht 2000, 55; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8816;5340;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species indet anatomy indet. 11y old);;Swifterbant S5;The Netherlands;"Lanting and Van der Plicht 2000, 55; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8815;5340;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species indet., branch 7y old);;Swifterbant S5;The Netherlands;"Lanting and Van der Plicht 2000, 55; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8814;5320;45;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species indet., branch. 5y old);;Swifterbant S5;The Netherlands;"Lanting and Van der Plicht 2000, 55; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-6215;5320;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);;Hazendonk;The Netherlands;"Lanting and Van der Plicht 2000, 57; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8240;5330;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);;Hazendonk;The Netherlands;"Lanting and Van der Plicht 2000, 57; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-8241;5385;45;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);;Hazendonk;The Netherlands;"Lanting and Van der Plicht 2000, 57; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-7764;5415;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (species and anatomy indet.);From occupation layer;Rotterdam-Bergschenhoek;The Netherlands;"Lanting and Van der Plicht 2000, 57; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-9897;5335;45;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (species and anatomy indet.);From occupation debris in gulley adjacent to site;Rotterdam-Bergschenhoek;The Netherlands;"Lanting and Van der Plicht 2000, 57; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-14122;5035;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (charred, Corylus avellana, hazelnut shells);From bottom occupation layer;Schokkerhaven E 170/171;The Netherlands;"Lanting and Van der Plicht 2000, 58; Menne and Brunner 2021, Supplement 1";SW;ND;
GrN-26215;4850;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;
GrN-26214;4980;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;
GrN-26216;4740;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;
GrN-26217;4710;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;
GrN-26218;4560;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;
GrN-26219;4480;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Plant material (Peat, species and anatomy indet.);From layer contemporaneous with occupation layer;Wetsingermaar;The Netherlands;"Menne and Brunner 2021, Supplement 1; Raemaekers et al. 2012";SW;ND;Initial run: Outlier 12%, t, increased outlier chance
GrA-21376;5820;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seeds (Corylus avellana, hazelnut shells);From surface hearth;Almere-Hoge Vaart;The Netherlands;Peeters 2007, 337-8;SW;ND;
UtC-5710;5742;47;-24,9;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet.);Stake from find layer;Almere-Hoge Vaart;The Netherlands;"Peeters 2007, 337-8; cf. Menne and Brunner 2021, Supplement A1";SW;ND;
UtC-5711;5714;49;-29,3;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet.);Stake from find layer;Almere-Hoge Vaart;The Netherlands;"Peeters 2007, 337-8; cf. Menne and Brunner 2021, Supplement A1";SW;ND;
UtC-5712;5729;46;-27,2;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet.);Stake from find layer;Almere-Hoge Vaart;The Netherlands;"Peeters 2007, 337-8; cf. Menne and Brunner 2021, Supplement A1";SW;ND;
UtC-5713;5361;48;-27,8;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet.);From fish weir 1;Almere-Hoge Vaart;The Netherlands;"Peeters 2007, 337-8; cf. Menne and Brunner 2021, Supplement A1";SW;ND;
UtC-5714;5346;49;-29,6;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (artefact, species and anatomy indet.);From fish weir 2;Almere-Hoge Vaart;The Netherlands;"Peeters 2007, 337-8; cf. Menne and Brunner 2021, Supplement A1";SW;ND;
GrN-19331;5160;20;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (species and anatomy indet.);From occupation layer L60;Brandwijk-'Het Kerkhof';The Netherlands;"Raemaekers 1999, 201; cf. Amkreutz 2013b, 29-32";SW;ND;
GrN-21343;4450;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Ranunculus sp., charred, seed);From occupation layer;Barendrecht 1;The Netherlands;"Fokkens et al. 2016, 202; Moree et al. 2011, 115";VL;ND;
GrA-46023;4140;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Corylus sp., nut);From pit with ceramics;Wijchen-Bijsterhuizen;The Netherlands;"Fokkens et al. 2016, 239; Hermsen 2011, 42";VL;ND;
GrN-25915;4020;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Barendrecht 1;The Netherlands;"Fokkenst et al. 2016, 202; Moree et al. 2011, 115";VL;ND;
GrN-4907;4080;70;-25,9;Not reported;Not reported;Not reported;Not reported;Not reported;Pre-treated with acid;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Voorschoten-Boschgeest;The Netherlands;"Glasbergen et al. 1967 p. 115; Lanting and Van der Plicht 2000, 70; Vogel and Waterbolk 1967, 125";VL;ND;
GrN-4908;3980;60;-25,6;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Voorschoten-Boschgeest;The Netherlands;"Glasbergen et al. 1967 p. 115; Lanting and Van der Plicht 2000, 71; Vogel and Waterbolk 1967, 125";VL;ND;
GrN-4906;4090;40;-26,4;Not reported;Not reported;Not reported;Not reported;Not reported;Pre-treated with acid;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Voorschoten-Boschgeest;The Netherlands;"Glasbergen et al. 1967; Lanting and Van der Plicht 2000, 70; Vogel and Waterbolk 1967, 125";VL;ND;
GrN-5301;4060;40;-26,8;Not reported;Not reported;Not reported;Not reported;Not reported;Pre-treated with acid;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Voorschoten-Boschgeest;The Netherlands;"Glasbergen et al. 1967; Lanting and Van der Plicht 2000, 70; Vogel and Waterbolk 1972, 85";VL;ND;
GrN-5028;3810;60;-25,9;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Leidschendam;The Netherlands;"Glasbergen et al. 1967; Lanting and Van der Plicht 2000, 71";VL;ND;
SUERC-26368;4130;35;-28,2;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Corylus avellana, charred fragments, seeds);From occupation layer;Hazerswoude-Rijndijk Windturbinepark;The Netherlands;"Kleijne and Huisman 2023; Fokkens et al. 2016";VL;ND;
SUERC-26369;4100;35;-25,1;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Triticum cf. dicoccum, 3 charred fragments, seeds);From occupation layer;Hazerswoude-Rijndijk Windturbinepark;The Netherlands;"Kleijne and Huisman 2023; Fokkens et al. 2016";VL;ND;
SUERC-26370;4130;35;-23,6;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Triticum cf. dicoccum, 3 charred fragments, seeds);From occupation layer;Hazerswoude-Rijndijk Windturbinepark;The Netherlands;"Kleijne and Huisman 2023; Fokkens et al. 2016";VL;ND;
SUERC-26371;4165;35;-23,2;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Triticum cf. dicoccum, 3 charred fragments, seeds);From occupation layer;Hazerswoude-Rijndijk Windturbinepark;The Netherlands;"Kleijne and Huisman 2023; Fokkens et al. 2016";VL;ND;
SUERC-26356;4100;35;-28;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Wood (Alnus sp., waterlogged, anatomy indet.);From occupation layer;Hazerswoude-Rijndijk Windturbinepark;The Netherlands;"Kleijne and Huisman 2023; Fokkens et al. 2016";VL;ND;
GrN-11845;4125;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Hekelingen III;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-11846;4040;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Hekelingen III;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-11847;4080;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From cremation burial;Hekelingen III;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-11848;4180;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From cremation burial;Hekelingen III;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-11850;4135;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Hekelingen III;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-8232;3965;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Hazendonk;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
GrN-9132;4015;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Charcoal (species and anatomy indet.);From occupation layer;Hazendonk;The Netherlands;Lanting and Van der Plicht 2000, 70;VL;ND;
